model,run,seed,title,clarity,relevance,rigor,final_score
Qwen/Qwen2.5-3B-Instruct,3,102,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,3,102,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,3,102,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,3,102,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,3,102,[Synthesis of N-substituted isoindolines].,2.0,3.0,2.0,2.3333333333333335
Qwen/Qwen2.5-3B-Instruct,3,102,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,3,102,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,3,102,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,3,102,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,3,102,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,3,102,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,3,102,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,4,103,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,4,103,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,4,103,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,4,103,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,4,103,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,4,103,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,4,103,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,4,103,Effects of zinc-smelter emissions on forest soil microflora.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,4,103,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,5.0,4.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,4,103,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,4,103,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,4,103,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,4,103,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,4,103,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,4,103,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,4,103,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,4,103,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,4,103,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,4,103,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,4,103,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,5,104,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,5,104,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,5,104,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,5,104,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,5,104,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,5,104,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,5,104,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,5,104,Effects of zinc-smelter emissions on forest soil microflora.,2.0,4.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,5,104,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,5,104,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,5,104,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,5,104,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,5,104,[Synthesis of N-substituted isoindolines].,2.0,3.0,2.0,2.3333333333333335
Qwen/Qwen2.5-3B-Instruct,5,104,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,5,104,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,5,104,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,5,104,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,5,104,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,5,104,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,5,104,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,6,105,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,6,105,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,6,105,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,6,105,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,6,105,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,6,105,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,6,105,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,6,105,Effects of zinc-smelter emissions on forest soil microflora.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,6,105,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,6,105,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,6,105,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,6,105,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,6,105,[Synthesis of N-substituted isoindolines].,2.0,3.0,2.0,2.3333333333333335
Qwen/Qwen2.5-3B-Instruct,6,105,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,6,105,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,6,105,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,6,105,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,6,105,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,6,105,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,6,105,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,7,106,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,7,106,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,7,106,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,7,106,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,7,106,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,7,106,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,7,106,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,7,106,Effects of zinc-smelter emissions on forest soil microflora.,2.0,4.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,7,106,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,7,106,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,7,106,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,7,106,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,7,106,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,7,106,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,7,106,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,7,106,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,7,106,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,7,106,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,7,106,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,7,106,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,8,107,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,8,107,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,8,107,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,8,107,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,8,107,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,8,107,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,8,107,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,8,107,Effects of zinc-smelter emissions on forest soil microflora.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,8,107,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,8,107,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,8,107,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,8,107,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,8,107,[Synthesis of N-substituted isoindolines].,2.0,3.0,2.0,2.3333333333333335
Qwen/Qwen2.5-3B-Instruct,8,107,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,8,107,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,8,107,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,8,107,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,8,107,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,8,107,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,8,107,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,9,108,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,9,108,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,9,108,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,9,108,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,Effects of zinc-smelter emissions on forest soil microflora.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,9,108,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,9,108,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,9,108,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,9,108,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,9,108,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,9,108,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,9,108,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,9,108,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,10,109,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,10,109,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,10,109,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,10,109,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,10,109,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,10,109,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,10,109,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,10,109,Effects of zinc-smelter emissions on forest soil microflora.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,10,109,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,5.0,4.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,10,109,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,10,109,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,10,109,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,10,109,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,10,109,Gluconic acid production by Penicillium puberulum.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,10,109,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,10,109,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,10,109,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,10,109,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,10,109,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,10,109,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,11,110,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,11,110,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,11,110,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,11,110,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,11,110,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,11,110,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,11,110,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,11,110,Effects of zinc-smelter emissions on forest soil microflora.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,11,110,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,5.0,4.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,11,110,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,11,110,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,11,110,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,11,110,[Synthesis of N-substituted isoindolines].,2.0,3.0,2.0,2.3333333333333335
Qwen/Qwen2.5-3B-Instruct,11,110,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,11,110,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,11,110,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,11,110,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,11,110,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,11,110,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,11,110,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,12,111,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
